Subcategory	Category	HPO_term	number	HPO_text	Subcategory_old_name
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0008723	2	Gonadal dysgenesis with female appearance, male	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0004935	2	Pulmonary artery atresia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000089	2	Renal hypoplasia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0010518	2	Thyroglossal cyst	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000452	2	Choanal stenosis	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000776	2	Congenital diaphragmatic hernia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0008609	2	Morphological abnormality of the middle ear	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0002144	3	Tethered cord	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0002023	3	Anal atresia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0004886	2	Congenital laryngeal stridor	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0008689	2	Bilateral cryptorchidism	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000453	2	Choanal atresia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0004299	2	Hernia of the abdominal wall	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000807	3	Glandular hypospadias	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000029	2	Testicular atrophy	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0008676	2	Congenital megaureter	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0011718	2	Abnormality of the pulmonary veins	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000075	2	Renal duplication	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000811	1	Abnormal external genitalia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000151	1	Aplasia of the uterus	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0010958	1	Bilateral renal agenesis	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0012848	1	Small intestinal stenosis	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000564	1	Lacrimal duct atresia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000110	5	Renal dysplasia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0005990	4	Thyroid hypoplasia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000003	4	Multicystic kidney dysplasia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0005301	4	Persistent left superior vena cava	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000193	3	Bifid uvula	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0012583	1	Unilateral renal hypoplasia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0008736	1	Hypoplasia of penis	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000376	1	Incomplete partition of the cochlea type II	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0007410	1	Palmoplantar hyperhidrosis	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0003241	1	External genital hypoplasia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0012584	1	Bilateral renal hypoplasia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000034	1	Hydrocele testis	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0011726	1	Persistent fetal circulation	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0010481	1	Urethral valve	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0030869	1	Anorchism	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0002247	1	Duodenal atresia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0001195	1	Single umbilical artery	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0010936	1	Abnormality of the lower urinary tract	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0002021	1	Pyloric stenosis	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0010475	1	Cloacal exstrophy	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0001543	1	Gastroschisis	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0002575	1	Tracheoesophageal fistula	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0008661	1	Urethral stenosis	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000059	1	Hypoplastic labia majora	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000064	1	Hypoplastic labia minora	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0008730	1	Female external genitalia in individual with 46,XY karyotype	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000035	1	Abnormal testis morphology	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0031447	1	Penile freckling	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0200138	1	Bilateral choanal atresia/stenosis	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0001551	1	Abnormal umbilicus morphology	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0001438	1	Abnormal abdomen morphology	7-Congenital inner organ malformations (without heart)
malf. of the heart	7-Congenital Malformations	HP:0001631	19	Atrial septal defect	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0001643	18	Patent ductus arteriosus	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0001655	13	Patent foramen ovale	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0001684	8	Secundum atrial septal defect	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0001647	2	Bicuspid aortic valve	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0012304	4	Hypoplastic aortic arch	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0001639	2	Hypertrophic cardiomyopathy	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0004415	1	Pulmonary artery stenosis	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0031014	2	Arteria lusoria	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0011682	2	Perimembranous ventricular septal defect	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0011623	2	Muscular ventricular septal defect	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0011648	2	Patent ductus arteriosus after birth at term	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0001654	1	Abnormal heart valve morphology	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0006704	1	Abnormal coronary artery morphology	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0200128	1	Biventricular hypertrophy	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0012021	1	Persistent patent ductus venosus	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0001636	1	Tetralogy of Fallot	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0005176	1	Dysplastic aortic valve	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0001702	1	Abnormal tricuspid valve morphology	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0010882	1	Pulmonary valve atresia	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0005144	1	Ventricular septal hypertrophy	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0011679	1	Tetralogy of Fallot with pulmonary stenosis	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0011625	1	Multiple muscular ventricular septal defects	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0011649	1	Patent ductus arteriosus after premature birth	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0001669	1	Transposition of the great arteries	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0001633	1	Abnormal mitral valve morphology	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0001646	1	Abnormal aortic valve morphology	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0031017	1	Swiss cheese atrial septal defect	7-Only heart malformation
malf. of the heart	7-Congenital Malformations	HP:0001629	1	Ventricular septal defect	7-Only heart malformation
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000824	29	Decreased response to growth hormone stimuation test	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000821	24	Hypothyroidism	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000871	9	Panhypopituitarism	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000826	6	Precocious puberty	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0008163	6	Decreased circulating cortisol level	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0040075	8	Hypopituitarism	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000062	5	Ambiguous genitalia	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000872	4	Hashimoto thyroiditis	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0025502	4	Overweight	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0004325	4	Decreased body weight	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000851	4	Congenital hypothyroidism	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0005978	3	Type II diabetes mellitus	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0008245	3	Pituitary hypothyroidism	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000815	3	Hypergonadotropic hypogonadism	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000135	3	Hypogonadism	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0008665	2	Clitoral hypertrophy	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000845	1	Growth hormone excess	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0001988	2	Recurrent hypoglycemia	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0012569	2	Delayed menarche	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0008202	1	Reduced circulating prolactin concentration	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000855	2	Insulin resistance	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0008240	2	Secondary growth hormone deficiency	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000832	2	Primary hypothyroidism	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0003074	2	Hyperglycemia	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0002920	2	Decreased circulating ACTH level	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000771	2	Gynecomastia	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000846	1	Adrenal insufficiency	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000026	1	Male hypogonadism	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000834	1	Abnormality of the adrenal glands	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0030348	1	Increased circulating androgen level	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0011787	1	Central hypothyroidism	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000044	5	Hypogonadotropic hypogonadism	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0012245	4	Sex reversal	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000819	4	Diabetes mellitus	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0030353	4	Decreased serum insulin-like growth factor 1	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0010627	3	Anterior pituitary hypoplasia	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0008207	3	Primary adrenal insufficiency	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000867	1	Secondary hyperparathyroidism	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0008197	1	Absence of pubertal development	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0040160	1	Generalized osteoporosis	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0025501	1	Class III obesity	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000869	1	Secondary amenorrhea	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000818	1	Abnormality of the endocrine system	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0012506	1	Small pituitary gland	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0008230	1	obsolete Decreased testosterone in males	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000837	1	Increased circulating gonadotropin level	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0008209	1	Premature ovarian insufficiency	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0008214	1	Decreased serum estradiol	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0040171	1	Decreased serum testosterone level	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0008232	1	Elevated circulating follicle stimulating hormone level	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0011748	1	Adrenocorticotropic hormone deficiency	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0012412	1	Premature adrenarche	8-Endocrine abnormalities
endocrine abn.	8-Endocrine metabolic   seconda	HP:0008647	1	Pubertal developmental failure in females	8-Endocrine abnormalities
